Consecutivo;Tipo_entidad;Codigo_Entidad;Fecha_Corte;  Area;Tipo_Informe;CIDT        ;Codigo_Formato;Codigo_Clase;Codigo_Grupo;Codigo_Cuenta;Cod_SubCuenta;COL0                ;COL1                ;COL2
        509;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           35;           15;150859287.00        ;150859287.00        ;?
        510;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           39;           15;47722109.00         ;47722109.00         ;?
        522;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            7;           15;2243310874209.39    ;2243310874209.39    ;?
        567;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           50;           15;15567297.72         ;15567297.72         ;?
        584;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           92;           15;611714.00           ;611714.00           ;?
        586;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           13;           15;1526199717200.00    ;1526199717200.00    ;?
        616;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           12;           15;24952440.00         ;24952440.00         ;?
        635;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           37;           15;82123053.69         ;82123053.69         ;?
        646;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           93;           15;3470604.91          ;3470604.91          ;?
        669;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           38;           15;51137.00            ;51137.00            ;?
        684;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;           15;48899296.00         ;48899296.00         ;?
        717;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           91;           15;6096024938.51       ;6096024938.51       ;?
        754;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           16;           15;713500129.18        ;713500129.18        ;?
        766;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           95;           15;45999360377.73      ;45999360377.73      ;?
        783;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;           20;           15;360561165372.29     ;360561165372.29     ;?
        812;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;           15;174251565.65        ;174251565.65        ;?
        840;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           98;           15;252256109.77        ;252256109.77        ;?
